gis_x;gis_y;cod_distrito;distrito;cod_barrio;num_barrio;barrio;calle;numero_finca;color;bateria_linea;numero_plazas
439925.2200000000;4473088.5600000000;1;CENTRO;12;2;EMBAJADORES;CAMPILLO DEL MUNDO NUEVO, PLAZA, DEL;4;077214010 Verde;Línea;4
439809.3300000000;4473123.4400000000;1;CENTRO;12;2;EMBAJADORES;CAMPILLO DEL MUNDO NUEVO, PLAZA, DEL;6;077214010 Verde;Batería;14
439823.5800000000;4473123.8200000000;1;CENTRO;12;2;EMBAJADORES;CAMPILLO DEL MUNDO NUEVO, PLAZA, DEL;6;077214010 Verde;Batería;12
439810.1500000000;4473107.8500000000;1;CENTRO;12;2;EMBAJADORES;CAMPILLO DEL MUNDO NUEVO, PLAZA, DEL;6;077214010 Verde;Batería;3
439846.4700000000;4473138.8500000000;1;CENTRO;12;2;EMBAJADORES;CAMPILLO DEL MUNDO NUEVO, PLAZA, DEL;8;077214010 Verde;Batería;4
439859.5300000000;4473138.8300000000;1;CENTRO;12;2;EMBAJADORES;CAMPILLO DEL MUNDO NUEVO, PLAZA, DEL;8;077214010 Verde;Línea;4
439870.2600000000;4473145.8900000000;1;CENTRO;12;2;EMBAJADORES;CAMPILLO DEL MUNDO NUEVO, PLAZA, DEL;8 B;077214010 Verde;Batería;3
439894.3700000000;4473148.6600000000;1;CENTRO;12;2;EMBAJADORES;CAMPILLO DEL MUNDO NUEVO, PLAZA, DEL;9;077214010 Verde;Línea;3
439894.0100000000;4473152.3100000000;1;CENTRO;12;2;EMBAJADORES;CAMPILLO DEL MUNDO NUEVO, PLAZA, DEL;9;077214010 Verde;Batería;4
440478.2900000000;4473864.4700000000;1;CENTRO;12;2;EMBAJADORES;CAÑIZARES, CALLE, DE LOS;1;077214010 Verde;Línea;2
440474.1600000000;4473835.5600000000;1;CENTRO;12;2;EMBAJADORES;CAÑIZARES, CALLE, DE LOS;3;077214010 Verde;Línea;8
439692.9400000000;4473229.0000000000;1;CENTRO;12;2;EMBAJADORES;CAPITAN SALAZAR MARTINEZ, CALLE, DEL;3;077214010 Verde;Línea;12
439686.5300000000;4473224.3500000000;1;CENTRO;12;2;EMBAJADORES;CAPITAN SALAZAR MARTINEZ, CALLE, DEL;3;077214010 Verde;Línea;9
439765.6000000000;4473231.1100000000;1;CENTRO;12;2;EMBAJADORES;CAPITAN SALAZAR MARTINEZ, CALLE, DEL;4;077214010 Verde;Línea;7
439723.4900000000;4473225.5000000000;1;CENTRO;12;2;EMBAJADORES;CAPITAN SALAZAR MARTINEZ, CALLE, DEL;5;077214010 Verde;Línea;2
439736.1100000000;4473230.2900000000;1;CENTRO;12;2;EMBAJADORES;CAPITAN SALAZAR MARTINEZ, CALLE, DEL;9;077214010 Verde;Línea;2
439738.5300000000;4473225.9100000000;1;CENTRO;12;2;EMBAJADORES;CAPITAN SALAZAR MARTINEZ, CALLE, DEL;9;077214010 Verde;Línea;3
439887.9900000000;4473329.9600000000;1;CENTRO;12;2;EMBAJADORES;CARLOS ARNICHES, CALLE, DE;10;077214010 Verde;Línea;2
439890.4300000000;4473277.1300000000;1;CENTRO;12;2;EMBAJADORES;CARLOS ARNICHES, CALLE, DE;17;077214010 Verde;Línea;9
439900.4400000000;4473226.4900000000;1;CENTRO;12;2;EMBAJADORES;CARLOS ARNICHES, CALLE, DE;23;077214010 Verde;Línea;4
439904.9800000000;4473201.9800000000;1;CENTRO;12;2;EMBAJADORES;CARLOS ARNICHES, CALLE, DE;27;077214010 Verde;Línea;3
439909.2800000000;4473178.7800000000;1;CENTRO;12;2;EMBAJADORES;CARLOS ARNICHES, CALLE, DE;31;077214010 Verde;Línea;2
439907.7800000000;4473186.7900000000;1;CENTRO;12;2;EMBAJADORES;CARLOS ARNICHES, CALLE, DE;32;077214010 Verde;Línea;1
439890.9900000000;4473360.2600000000;1;CENTRO;12;2;EMBAJADORES;CARLOS ARNICHES, CALLE, DE;6;077214010 Verde;Línea;10
439983.3800000000;4473511.9600000000;1;CENTRO;12;2;EMBAJADORES;CASCORRO, PLAZA, DE;13;077214010 Verde;Línea;5
439982.4600000000;4473559.3000000000;1;CENTRO;12;2;EMBAJADORES;CASCORRO, PLAZA, DE;18;077214010 Verde;Línea;8
439995.6000000000;4473643.9000000000;1;CENTRO;12;2;EMBAJADORES;CASCORRO, PLAZA, DE;2;077214010 Verde;Línea;7
439984.4900000000;4473601.2000000000;1;CENTRO;12;2;EMBAJADORES;CASCORRO, PLAZA, DE;20;077214010 Verde;Línea;5
439980.7400000000;4473603.9400000000;1;CENTRO;12;2;EMBAJADORES;CASCORRO, PLAZA, DE;20;077214010 Verde;Línea;2
439982.4500000000;4473613.1000000000;1;CENTRO;12;2;EMBAJADORES;CASCORRO, PLAZA, DE;20;077214010 Verde;Línea;1
439991.9300000000;4473636.7400000000;1;CENTRO;12;2;EMBAJADORES;CASCORRO, PLAZA, DE;22;077214010 Verde;Batería;7
440180.3500000000;4473150.6900000000;1;CENTRO;12;2;EMBAJADORES;CASINO, CALLE, DEL;3;077214010 Verde;Línea;7
440040.0700000000;4473851.5100000000;1;CENTRO;12;2;EMBAJADORES;COLEGIATA, CALLE, DE LA;10;077214010 Verde;Línea;4
440102.7000000000;4473816.6900000000;1;CENTRO;12;2;EMBAJADORES;COLEGIATA, CALLE, DE LA;11;077214010 Verde;Línea;3
440079.3200000000;4473827.2500000000;1;CENTRO;12;2;EMBAJADORES;COLEGIATA, CALLE, DE LA;13;077214010 Verde;Línea;4
440010.5700000000;4473864.3800000000;1;CENTRO;12;2;EMBAJADORES;COLEGIATA, CALLE, DE LA;14;077214010 Verde;Línea;9
440124.6700000000;4473814.5000000000;1;CENTRO;12;2;EMBAJADORES;COLEGIATA, CALLE, DE LA;4;077214010 Verde;Línea;6
440098.0000000000;4473826.0500000000;1;CENTRO;12;2;EMBAJADORES;COLEGIATA, CALLE, DE LA;6;077214010 Verde;Línea;5
440078.7000000000;4473834.5600000000;1;CENTRO;12;2;EMBAJADORES;COLEGIATA, CALLE, DE LA;8;077214010 Verde;Línea;1
440161.7100000000;4473940.0400000000;1;CENTRO;12;2;EMBAJADORES;CONCEPCION JERONIMA, CALLE, DE LA;13;077214010 Verde;Línea;3
440188.7900000000;4473837.4300000000;1;CENTRO;12;2;EMBAJADORES;CONDE DE ROMANONES, CALLE, DEL;12;077214010 Verde;Línea;3
440182.2400000000;4473814.7600000000;1;CENTRO;12;2;EMBAJADORES;CONDE DE ROMANONES, CALLE, DEL;14;077214010 Verde;Línea;3
440184.4700000000;4473811.5700000000;1;CENTRO;12;2;EMBAJADORES;CONDE DE ROMANONES, CALLE, DEL;15;077214010 Verde;Línea;3
440215.9500000000;4473915.4100000000;1;CENTRO;12;2;EMBAJADORES;CONDE DE ROMANONES, CALLE, DEL;3;077214010 Verde;Línea;3
440212.1600000000;4473903.4100000000;1;CENTRO;12;2;EMBAJADORES;CONDE DE ROMANONES, CALLE, DEL;5;077214010 Verde;Línea;2
440198.3400000000;4473869.6100000000;1;CENTRO;12;2;EMBAJADORES;CONDE DE ROMANONES, CALLE, DEL;8;077214010 Verde;Línea;8
440197.8400000000;4473855.8900000000;1;CENTRO;12;2;EMBAJADORES;CONDE DE ROMANONES, CALLE, DEL;9;077214010 Verde;Línea;16
440276.4500000000;4473807.4500000000;1;CENTRO;12;2;EMBAJADORES;DOCTOR CORTEZO, CALLE, DEL;14;077214010 Verde;Línea;5
440283.4500000000;4473846.8500000000;1;CENTRO;12;2;EMBAJADORES;DOCTOR CORTEZO, CALLE, DEL;9;077214010 Verde;Línea;5
440977.2300000000;4473363.0800000000;1;CENTRO;12;2;EMBAJADORES;DOCTOR FOURQUET, CALLE, DEL;1;077214010 Verde;Línea;4
440927.5300000000;4473285.6900000000;1;CENTRO;12;2;EMBAJADORES;DOCTOR FOURQUET, CALLE, DEL;11;077214010 Verde;Línea;11
440929.8100000000;4473295.2100000000;1;CENTRO;12;2;EMBAJADORES;DOCTOR FOURQUET, CALLE, DEL;14;077214010 Verde;Línea;13
440854.8400000000;4473230.1800000000;1;CENTRO;12;2;EMBAJADORES;DOCTOR FOURQUET, CALLE, DEL;17;077214010 Verde;Línea;6
440831.9900000000;4473226.7200000000;1;CENTRO;12;2;EMBAJADORES;DOCTOR FOURQUET, CALLE, DEL;18;077214010 Verde;Línea;14
440813.6900000000;4473216.7800000000;1;CENTRO;12;2;EMBAJADORES;DOCTOR FOURQUET, CALLE, DEL;21;077214010 Verde;Línea;6
440693.5300000000;4473181.4400000000;1;CENTRO;12;2;EMBAJADORES;DOCTOR FOURQUET, CALLE, DEL;26;077214010 Verde;Línea;26
440747.9300000000;4473195.1000000000;1;CENTRO;12;2;EMBAJADORES;DOCTOR FOURQUET, CALLE, DEL;27;077214010 Verde;Línea;10
440966.3700000000;4473346.0600000000;1;CENTRO;12;2;EMBAJADORES;DOCTOR FOURQUET, CALLE, DEL;3;077214010 Verde;Línea;1
440645.0000000000;4473161.1500000000;1;CENTRO;12;2;EMBAJADORES;DOCTOR FOURQUET, CALLE, DEL;30;077214010 Verde;Línea;11
440702.0700000000;4473180.2900000000;1;CENTRO;12;2;EMBAJADORES;DOCTOR FOURQUET, CALLE, DEL;31;077214010 Verde;Línea;3
440687.0700000000;4473175.3300000000;1;CENTRO;12;2;EMBAJADORES;DOCTOR FOURQUET, CALLE, DEL;33;077214010 Verde;Línea;3
440619.2800000000;4473156.6600000000;1;CENTRO;12;2;EMBAJADORES;DOCTOR FOURQUET, CALLE, DEL;34;077214010 Verde;Línea;1
440955.7500000000;4473329.2000000000;1;CENTRO;12;2;EMBAJADORES;DOCTOR FOURQUET, CALLE, DEL;5;077214010 Verde;Línea;4
440967.5200000000;4473354.7200000000;1;CENTRO;12;2;EMBAJADORES;DOCTOR FOURQUET, CALLE, DEL;6;077214010 Verde;Línea;9
440688.1300000000;4473371.0400000000;1;CENTRO;12;2;EMBAJADORES;DOCTOR PIGA, CALLE, DEL;1;077214010 Verde;Línea;5
440778.8900000000;4473303.2600000000;1;CENTRO;12;2;EMBAJADORES;DOCTOR PIGA, CALLE, DEL;15;077214010 Verde;Línea;8
440720.9600000000;4473347.1000000000;1;CENTRO;12;2;EMBAJADORES;DOCTOR PIGA, CALLE, DEL;4;077214010 Verde;Línea;5
440083.2200000000;4473701.2000000000;1;CENTRO;12;2;EMBAJADORES;DUQUE DE ALBA, CALLE, DEL;11;077214010 Verde;Línea;3
440054.1300000000;4473690.7500000000;1;CENTRO;12;2;EMBAJADORES;DUQUE DE ALBA, CALLE, DEL;12;077214010 Verde;Línea;2
440067.3200000000;4473695.6200000000;1;CENTRO;12;2;EMBAJADORES;DUQUE DE ALBA, CALLE, DEL;13;077214010 Verde;Línea;3
440099.3300000000;4473706.9700000000;1;CENTRO;12;2;EMBAJADORES;DUQUE DE ALBA, CALLE, DEL;7;077214010 Verde;Línea;3
440737.6900000000;4473668.3200000000;1;CENTRO;12;2;EMBAJADORES;DUQUE DE FERNAN NUÑEZ, CALLE, DEL;4;077214010 Verde;Línea;9
440062.2600000000;4473914.7000000000;1;CENTRO;12;2;EMBAJADORES;DUQUE DE RIVAS, CALLE, DEL;2;077214010 Verde;Línea;3
440062.6100000000;4473925.4500000000;1;CENTRO;12;2;EMBAJADORES;DUQUE DE RIVAS, CALLE, DEL;2;077214010 Verde;Línea;1
440061.7400000000;4473891.9500000000;1;CENTRO;12;2;EMBAJADORES;DUQUE DE RIVAS, CALLE, DEL;4;077214010 Verde;Línea;6
440061.2400000000;4473864.5200000000;1;CENTRO;12;2;EMBAJADORES;DUQUE DE RIVAS, CALLE, DEL;8;077214010 Verde;Línea;5
440019.7500000000;4473581.3100000000;1;CENTRO;12;2;EMBAJADORES;EMBAJADORES, CALLE, DE;1;077214010 Verde;Línea;6
440032.4500000000;4473565.3300000000;1;CENTRO;12;2;EMBAJADORES;EMBAJADORES, CALLE, DE;3;077214010 Verde;Línea;2
440215.5300000000;4473308.6300000000;1;CENTRO;12;2;EMBAJADORES;EMBAJADORES, CALLE, DE;35;077214010 Verde;Línea;4
440233.2800000000;4473286.7000000000;1;CENTRO;12;2;EMBAJADORES;EMBAJADORES, CALLE, DE;37;077214010 Verde;Línea;2
440015.0800000000;4473581.3600000000;1;CENTRO;12;2;EMBAJADORES;EMBAJADORES, CALLE, DE;4;077214010 Verde;Línea;15
440168.5300000000;4473367.5400000000;1;CENTRO;12;2;EMBAJADORES;EMBAJADORES, CALLE, DE;40;077214010 Verde;Línea;1
440176.1600000000;4473357.8500000000;1;CENTRO;12;2;EMBAJADORES;EMBAJADORES, CALLE, DE;42;077214010 Verde;Línea;2
440294.2000000000;4473156.9600000000;1;CENTRO;12;2;EMBAJADORES;EMBAJADORES, CALLE, DE;47;077214010 Verde;Línea;8
440298.2300000000;4473154.2500000000;1;CENTRO;12;2;EMBAJADORES;EMBAJADORES, CALLE, DE;49;077214010 Verde;Línea;1
440221.1800000000;4473296.6400000000;1;CENTRO;12;2;EMBAJADORES;EMBAJADORES, CALLE, DE;52;077214010 Verde;Línea;6
440325.5600000000;4473084.1500000000;1;CENTRO;12;2;EMBAJADORES;EMBAJADORES, CALLE, DE;53;077214010 Verde;Línea;8
440326.8400000000;4473090.6100000000;1;CENTRO;12;2;EMBAJADORES;EMBAJADORES, CALLE, DE;53;077214010 Verde;Línea;5
440336.5000000000;4473068.6700000000;1;CENTRO;12;2;EMBAJADORES;EMBAJADORES, CALLE, DE;53;077214010 Verde;Línea;3
440255.3500000000;4473250.7600000000;1;CENTRO;12;2;EMBAJADORES;EMBAJADORES, CALLE, DE;58;077214010 Verde;Línea;2
440274.6100000000;4473212.3700000000;1;CENTRO;12;2;EMBAJADORES;EMBAJADORES, CALLE, DE;64;077214010 Verde;Línea;3
440310.6600000000;4473118.3400000000;1;CENTRO;12;2;EMBAJADORES;EMBAJADORES, CALLE, DE;68;077214010 Verde;Línea;2
440314.2700000000;4473119.9700000000;1;CENTRO;12;2;EMBAJADORES;EMBAJADORES, CALLE, DE;68;077214010 Verde;Línea;2
440303.0600000000;4473143.8900000000;1;CENTRO;12;2;EMBAJADORES;EMBAJADORES, CALLE, DE;68;077214010 Verde;Línea;1
440055.3600000000;4473531.3600000000;1;CENTRO;12;2;EMBAJADORES;EMBAJADORES, CALLE, DE;7;077214010 Verde;Línea;3
440348.9900000000;4473029.9600000000;1;CENTRO;12;2;EMBAJADORES;EMBAJADORES, CALLE, DE;70;077214010 Verde;Línea;10
440353.1300000000;4473030.3100000000;1;CENTRO;12;2;EMBAJADORES;EMBAJADORES, CALLE, DE;70;077214010 Verde;Línea;8
440046.5400000000;4473538.4300000000;1;CENTRO;12;2;EMBAJADORES;EMBAJADORES, CALLE, DE;8;077214010 Verde;Línea;4
440352.4300000000;4472992.0400000000;1;CENTRO;12;2;EMBAJADORES;EMBAJADORES, GLORIETA, DE;10;077214010 Verde;Batería;6
440643.2900000000;4473516.5200000000;1;CENTRO;12;2;EMBAJADORES;ESCUADRA, CALLE, DE LA;1;077214010 Verde;Línea;1
440645.6700000000;4473524.4400000000;1;CENTRO;12;2;EMBAJADORES;ESCUADRA, CALLE, DE LA;2;077214010 Verde;Línea;1
440610.9100000000;4473520.1300000000;1;CENTRO;12;2;EMBAJADORES;ESPERANZA, CALLE, DE;10;077214010 Verde;Línea;10
440549.3900000000;4473523.1000000000;1;CENTRO;12;2;EMBAJADORES;ESPERANZA, CALLE, DE;3;077214010 Verde;Línea;7
439985.2800000000;4473727.1800000000;1;CENTRO;12;2;EMBAJADORES;ESTUDIOS, CALLE, DE LOS;6;077214010 Verde;Línea;20
439933.9400000000;4473450.4600000000;1;CENTRO;12;2;EMBAJADORES;GENERAL VARA DE REY, PLAZA, DEL;1;077214010 Verde;Batería;5
439939.2100000000;4473434.9000000000;1;CENTRO;12;2;EMBAJADORES;GENERAL VARA DE REY, PLAZA, DEL;1;077214010 Verde;Batería;7
439930.4400000000;4473439.2700000000;1;CENTRO;12;2;EMBAJADORES;GENERAL VARA DE REY, PLAZA, DEL;1;077214010 Verde;Línea;5
439873.5300000000;4473436.2400000000;1;CENTRO;12;2;EMBAJADORES;GENERAL VARA DE REY, PLAZA, DEL;10;077214010 Verde;Línea;6
439907.2300000000;4473451.7300000000;1;CENTRO;12;2;EMBAJADORES;GENERAL VARA DE REY, PLAZA, DEL;11;077214010 Verde;Línea;10
439903.0500000000;4473444.5500000000;1;CENTRO;12;2;EMBAJADORES;GENERAL VARA DE REY, PLAZA, DEL;11;077214010 Verde;Batería;13
439938.4900000000;4473462.0900000000;1;CENTRO;12;2;EMBAJADORES;GENERAL VARA DE REY, PLAZA, DEL;13;077214010 Verde;Línea;1
439923.8300000000;4473415.7900000000;1;CENTRO;12;2;EMBAJADORES;GENERAL VARA DE REY, PLAZA, DEL;3;077214010 Verde;Línea;14
439924.7000000000;4473420.0900000000;1;CENTRO;12;2;EMBAJADORES;GENERAL VARA DE REY, PLAZA, DEL;3;077214010 Verde;Batería;6
439907.9500000000;4473414.5900000000;1;CENTRO;12;2;EMBAJADORES;GENERAL VARA DE REY, PLAZA, DEL;4;077214010 Verde;Batería;7
439884.5700000000;4473407.4600000000;1;CENTRO;12;2;EMBAJADORES;GENERAL VARA DE REY, PLAZA, DEL;7;077214010 Verde;Línea;3
439884.6100000000;4473423.1700000000;1;CENTRO;12;2;EMBAJADORES;GENERAL VARA DE REY, PLAZA, DEL;8;077214010 Verde;Batería;8
439880.7800000000;4473416.8700000000;1;CENTRO;12;2;EMBAJADORES;GENERAL VARA DE REY, PLAZA, DEL;8;077214010 Verde;Línea;2
440975.4600000000;4473281.0000000000;1;CENTRO;12;2;EMBAJADORES;HOSPITAL, CALLE, DEL;10;077214010 Verde;Línea;28
441024.3200000000;4473355.6400000000;1;CENTRO;12;2;EMBAJADORES;HOSPITAL, CALLE, DEL;2;077214010 Verde;Línea;4
440189.8800000000;4473310.8900000000;1;CENTRO;12;2;EMBAJADORES;HUERTA DEL BAYO, CALLE, DE LA;1;077214010 Verde;Línea;3
440110.0600000000;4473253.8500000000;1;CENTRO;12;2;EMBAJADORES;HUERTA DEL BAYO, CALLE, DE LA;10;077214010 Verde;Línea;4
440168.4300000000;4473295.5200000000;1;CENTRO;12;2;EMBAJADORES;HUERTA DEL BAYO, CALLE, DE LA;4;077214010 Verde;Línea;4
440139.0600000000;4473274.1900000000;1;CENTRO;12;2;EMBAJADORES;HUERTA DEL BAYO, CALLE, DE LA;7;077214010 Verde;Línea;7
440373.4800000000;4473541.9600000000;1;CENTRO;12;2;EMBAJADORES;JESUS Y MARIA, CALLE, DE;34;077214010 Verde;Línea;2
440082.4600000000;4473632.7800000000;1;CENTRO;12;2;EMBAJADORES;JUANELO, CALLE, DE;19;077214010 Verde;Línea;1
440372.0800000000;4473610.5000000000;1;CENTRO;12;2;EMBAJADORES;LAVAPIES, CALLE, DE;15;077214010 Verde;Línea;2
440367.1800000000;4473626.2200000000;1;CENTRO;12;2;EMBAJADORES;LAVAPIES, CALLE, DE;16;077214010 Verde;Línea;1
440381.3200000000;4473573.8400000000;1;CENTRO;12;2;EMBAJADORES;LAVAPIES, CALLE, DE;28;077214010 Verde;Línea;10
440431.1600000000;4473440.0500000000;1;CENTRO;12;2;EMBAJADORES;LAVAPIES, CALLE, DE;48;077214010 Verde;Línea;3
440453.3300000000;4473410.5100000000;1;CENTRO;12;2;EMBAJADORES;LAVAPIES, CALLE, DE;52;077214010 Verde;Línea;4
440465.7700000000;4473395.7600000000;1;CENTRO;12;2;EMBAJADORES;LAVAPIES, CALLE, DE;56;077214010 Verde;Línea;2
440398.9800000000;4473805.9700000000;1;CENTRO;12;2;EMBAJADORES;LUIS VELEZ DE GUEVARA, CALLE, DE;14;077214010 Verde;Línea;3
440416.6800000000;4473891.2400000000;1;CENTRO;12;2;EMBAJADORES;LUIS VELEZ DE GUEVARA, CALLE, DE;2;077214010 Verde;Línea;2
440413.7700000000;4473877.5500000000;1;CENTRO;12;2;EMBAJADORES;LUIS VELEZ DE GUEVARA, CALLE, DE;3;077214010 Verde;Línea;3
440408.8200000000;4473854.7000000000;1;CENTRO;12;2;EMBAJADORES;LUIS VELEZ DE GUEVARA, CALLE, DE;8;077214010 Verde;Línea;4
440402.5000000000;4473823.1900000000;1;CENTRO;12;2;EMBAJADORES;LUIS VELEZ DE GUEVARA, CALLE, DE;9;077214010 Verde;Línea;3
440532.5300000000;4473763.9800000000;1;CENTRO;12;2;EMBAJADORES;MAGDALENA, CALLE, DE LA;23;077214010 Verde;Línea;1
440562.4500000000;4473764.8100000000;1;CENTRO;12;2;EMBAJADORES;MAGDALENA, CALLE, DE LA;25;077214010 Verde;Línea;1
440366.8500000000;4473771.3600000000;1;CENTRO;12;2;EMBAJADORES;MAGDALENA, CALLE, DE LA;6;077214010 Verde;Línea;4
440385.0300000000;4473769.1100000000;1;CENTRO;12;2;EMBAJADORES;MAGDALENA, CALLE, DE LA;8;077214010 Verde;Línea;1
440780.1600000000;4473118.0500000000;1;CENTRO;12;2;EMBAJADORES;MALLORCA, CALLE, DE;13;077214010 Verde;Línea;3
440783.7800000000;4473163.7100000000;1;CENTRO;12;2;EMBAJADORES;MALLORCA, CALLE, DE;5;077214010 Verde;Línea;15
440779.7800000000;4473156.5800000000;1;CENTRO;12;2;EMBAJADORES;MALLORCA, CALLE, DE;7;077214010 Verde;Batería;36
439822.6800000000;4473255.8400000000;1;CENTRO;12;2;EMBAJADORES;MELLIZO, CALLEJON, DEL;4;077214010 Verde;Línea;12
440420.0400000000;4473166.8800000000;1;CENTRO;12;2;EMBAJADORES;MESON DE PAREDES, CALLE, DEL;73;077214010 Verde;Línea;1
440439.9300000000;4473133.7700000000;1;CENTRO;12;2;EMBAJADORES;MESON DE PAREDES, CALLE, DEL;77;077214010 Verde;Línea;2
440453.2400000000;4473112.4700000000;1;CENTRO;12;2;EMBAJADORES;MESON DE PAREDES, CALLE, DEL;79;077214010 Verde;Línea;4
440492.3300000000;4473048.6300000000;1;CENTRO;12;2;EMBAJADORES;MESON DE PAREDES, CALLE, DEL;83;077214010 Verde;Línea;12
440489.3100000000;4473046.7600000000;1;CENTRO;12;2;EMBAJADORES;MESON DE PAREDES, CALLE, DEL;88;077214010 Verde;Línea;16
440503.4500000000;4473160.8600000000;1;CENTRO;12;2;EMBAJADORES;MIGUEL SERVET, CALLE, DE;10;077214010 Verde;Línea;1
440480.8700000000;4473122.9900000000;1;CENTRO;12;2;EMBAJADORES;MIGUEL SERVET, CALLE, DE;12;077214010 Verde;Línea;8
440484.7800000000;4473120.7400000000;1;CENTRO;12;2;EMBAJADORES;MIGUEL SERVET, CALLE, DE;13;077214010 Verde;Línea;3
440455.9800000000;4473079.8000000000;1;CENTRO;12;2;EMBAJADORES;MIGUEL SERVET, CALLE, DE;14;077214010 Verde;Línea;1
440475.4900000000;4473105.0100000000;1;CENTRO;12;2;EMBAJADORES;MIGUEL SERVET, CALLE, DE;15;077214010 Verde;Línea;3
440458.4900000000;4473076.2000000000;1;CENTRO;12;2;EMBAJADORES;MIGUEL SERVET, CALLE, DE;19;077214010 Verde;Línea;2
440444.9100000000;4473051.8400000000;1;CENTRO;12;2;EMBAJADORES;MIGUEL SERVET, CALLE, DE;21;077214010 Verde;Línea;9
440444.8600000000;4473060.4900000000;1;CENTRO;12;2;EMBAJADORES;MIGUEL SERVET, CALLE, DE;21;077214010 Verde;Línea;3
440425.5600000000;4473018.4700000000;1;CENTRO;12;2;EMBAJADORES;MIGUEL SERVET, CALLE, DE;25;077214010 Verde;Línea;4
440426.2400000000;4473027.2100000000;1;CENTRO;12;2;EMBAJADORES;MIGUEL SERVET, CALLE, DE;25;077214010 Verde;Línea;6
440539.9700000000;4473218.7700000000;1;CENTRO;12;2;EMBAJADORES;MIGUEL SERVET, CALLE, DE;4;077214010 Verde;Línea;7
440511.5300000000;4473174.8300000000;1;CENTRO;12;2;EMBAJADORES;MIGUEL SERVET, CALLE, DE;8;077214010 Verde;Línea;2
440504.4800000000;4473155.2300000000;1;CENTRO;12;2;EMBAJADORES;MIGUEL SERVET, CALLE, DE;9;077214010 Verde;Línea;11
439860.3900000000;4473245.4700000000;1;CENTRO;12;2;EMBAJADORES;MIRA EL RIO BAJA, CALLE, DE;11;077214010 Verde;Línea;5
439869.3600000000;4473192.9700000000;1;CENTRO;12;2;EMBAJADORES;MIRA EL RIO BAJA, CALLE, DE;19;077214010 Verde;Línea;12
439851.0400000000;4473359.3300000000;1;CENTRO;12;2;EMBAJADORES;MIRA EL RIO BAJA, CALLE, DE;5;077214010 Verde;Línea;6
439853.1700000000;4473285.1500000000;1;CENTRO;12;2;EMBAJADORES;MIRA EL RIO BAJA, CALLE, DE;7 A;077214010 Verde;Línea;7
439849.3300000000;4473325.8700000000;1;CENTRO;12;2;EMBAJADORES;MIRA EL RIO BAJA, CALLE, DE;8;077214010 Verde;Línea;4
440114.6000000000;4473210.0000000000;1;CENTRO;12;2;EMBAJADORES;MIRA EL SOL, CALLE, DE;11;077214010 Verde;Línea;7
440044.7100000000;4473187.3400000000;1;CENTRO;12;2;EMBAJADORES;MIRA EL SOL, CALLE, DE;17;077214010 Verde;Línea;3
440022.2700000000;4473181.2300000000;1;CENTRO;12;2;EMBAJADORES;MIRA EL SOL, CALLE, DE;19;077214010 Verde;Línea;7
440066.4800000000;4473193.5400000000;1;CENTRO;12;2;EMBAJADORES;MIRA EL SOL, CALLE, DE;20;077214010 Verde;Línea;6
439931.8300000000;4473157.1500000000;1;CENTRO;12;2;EMBAJADORES;MIRA EL SOL, CALLE, DE;25;077214010 Verde;Línea;5
439962.4100000000;4473166.0700000000;1;CENTRO;12;2;EMBAJADORES;MIRA EL SOL, CALLE, DE;26;077214010 Verde;Línea;4
440185.7900000000;4473243.8400000000;1;CENTRO;12;2;EMBAJADORES;MIRA EL SOL, CALLE, DE;3;077214010 Verde;Línea;2
440161.9100000000;4473230.9900000000;1;CENTRO;12;2;EMBAJADORES;MIRA EL SOL, CALLE, DE;5;077214010 Verde;Línea;3
440148.6000000000;4473223.7400000000;1;CENTRO;12;2;EMBAJADORES;MIRA EL SOL, CALLE, DE;7;077214010 Verde;Línea;2
440463.6100000000;4473656.5700000000;1;CENTRO;12;2;EMBAJADORES;OLIVAR, CALLE, DEL;12;077214010 Verde;Línea;1
440465.9500000000;4473743.4700000000;1;CENTRO;12;2;EMBAJADORES;OLIVAR, CALLE, DEL;2;077214010 Verde;Línea;2
440460.5300000000;4473605.8000000000;1;CENTRO;12;2;EMBAJADORES;OLIVAR, CALLE, DEL;20;077214010 Verde;Línea;16
440474.1200000000;4473504.5500000000;1;CENTRO;12;2;EMBAJADORES;OLIVAR, CALLE, DEL;33;077214010 Verde;Línea;6
440470.8200000000;4473530.1600000000;1;CENTRO;12;2;EMBAJADORES;OLIVAR, CALLE, DEL;34;077214010 Verde;Línea;2
440465.6300000000;4473699.5400000000;1;CENTRO;12;2;EMBAJADORES;OLIVAR, CALLE, DEL;6;077214010 Verde;Línea;3
440533.3600000000;4473670.2200000000;1;CENTRO;12;2;EMBAJADORES;OLMO, CALLE, DEL;15;077214010 Verde;Línea;9
440620.2200000000;4473673.3600000000;1;CENTRO;12;2;EMBAJADORES;OLMO, CALLE, DEL;31;077214010 Verde;Línea;12
440669.9500000000;4473673.0600000000;1;CENTRO;12;2;EMBAJADORES;OLMO, CALLE, DEL;32;077214010 Verde;Línea;4
440091.2600000000;4473173.2500000000;1;CENTRO;12;2;EMBAJADORES;PEÑA DE FRANCIA, CALLE, DE LA;15;077214010 Verde;Línea;8
440091.4100000000;4473139.4100000000;1;CENTRO;12;2;EMBAJADORES;PEÑA DE FRANCIA, CALLE, DE LA;17;077214010 Verde;Línea;4
